title,release_date,budget,revenue,vote_average,genres_cleaned
The Manhattan Project,1986-06-13,18000000.0,3900000.0,6.1,"Science Fiction, Thriller"
"The Karate Kid, Part II",1986-06-18,113.0,115103979.0,5.9,"Adventure, Drama, Action, Romance, Family"
Labyrinth,1986-06-27,25000000.0,12729917.0,7.1,"Adventure, Family, Fantasy"
The Great Mouse Detective,1986-07-02,14000000.0,38625550.0,6.9,"Comedy, Animation, Family"
Club Paradise,1986-07-11,15000000.0,12308521.0,4.3,"Comedy, Drama, Romance"
Aliens,1986-07-18,18500000.0,183316455.0,7.7,"Horror, Action, Thriller, Science Fiction"
Vamp,1986-07-18,1900000.0,4790926.0,5.9,"Comedy, Horror"
Maximum Overdrive,1986-07-25,10000000.0,7433663.0,5.5,"Action, Drama, Horror, Science Fiction"
Blue Velvet,1986-08-01,6000000.0,8551228.0,7.7,"Crime, Drama, Mystery, Thriller"
Friday the 13th Part VI: Jason Lives,1986-08-01,3000000.0,19472057.0,5.7,"Horror, Mystery, Thriller"
Howard the Duck,1986-08-01,37000000.0,37962774.0,5.1,"Comedy, Fantasy, Science Fiction"
The Transformers: The Movie,1986-08-08,6000000.0,5849647.0,7.1,Animation
Manhunter,1986-08-14,15000000.0,8620929.0,6.8,"Crime, Horror, Thriller"
Armed and Dangerous,1986-08-15,12000000.0,15945534.0,5.3,"Action, Comedy, Crime"
The Fly,1986-08-15,15000000.0,60629159.0,7.1,"Horror, Science Fiction"
The Texas Chainsaw Massacre 2,1986-08-22,4700000.0,8025872.0,5.8,Horror
Stand by Me,1986-08-22,8000000.0,52287414.0,7.8,"Crime, Drama"
The Name of the Rose,1986-09-24,20000000.0,77200000.0,7.2,"Drama, Thriller, Mystery"
Crocodile Dundee,1986-09-26,5000000.0,328203506.0,6.3,"Adventure, Comedy"
The Mission,1986-09-29,24500000.0,17218023.0,7.1,"Adventure, Drama, Action, History"
Peggy Sue Got Married,1986-10-05,18000000.0,41382841.0,5.9,"Comedy, Drama, Fantasy, Romance"
The Color of Money,1986-10-07,13800000.0,52293982.0,6.7,Drama
Sid & Nancy,1986-11-07,4000000.0,2826523.0,7.0,"Drama, Music, Romance"
Hoosiers,1986-11-14,9000000.0,28607524.0,7.1,"Drama, Family"
The Wraith,1986-11-21,2700000.0,3500000.0,5.9,"Romance, Science Fiction, Horror, Action, Crime"
An American Tail,1986-11-21,9000000.0,84542002.0,6.6,"Drama, Family, Animation, Adventure"
King Kong Lives,1986-11-21,10000000.0,4711220.0,4.6,"Action, Horror"
Star Trek IV: The Voyage Home,1986-11-25,24000000.0,133000000.0,6.9,"Science Fiction, Adventure"
Solarbabies,1986-11-26,25000000.0,1579260.0,5.1,Science Fiction
The Golden Child,1986-12-12,25000000.0,79817939.0,5.6,"Action, Adventure, Comedy"
Heartbreak Ridge,1986-12-15,15000000.0,42724017.0,6.5,"Action, Comedy, Drama, War"
Platoon,1986-12-18,6000000.0,138530565.0,7.5,"Drama, War, Action"
Little Shop of Horrors,1986-12-19,25000000.0,38748395.0,6.7,"Horror, Comedy, Music"
Native Son,1986-12-24,2000000.0,1301121.0,2.0,Drama
Wings of Desire,1987-01-01,2500000.0,3200000.0,7.5,"Drama, Fantasy, Romance"
Mannequin,1987-02-13,6000000.0,42721196.0,5.5,"Fantasy, Comedy, Romance"
Over the Top,1987-02-13,25000000.0,16057580.0,5.7,"Action, Drama"
A Nightmare on Elm Street 3: Dream Warriors,1987-02-27,5000000.0,44793222.0,6.5,"Horror, Thriller"
Raising Arizona,1987-03-01,6000000.0,29180280.0,7.2,"Comedy, Crime"
Lethal Weapon,1987-03-06,15000000.0,120207127.0,7.0,"Adventure, Action, Comedy, Thriller, Crime"
Angel Heart,1987-03-06,17000000.0,17185632.0,7.0,"Horror, Mystery, Thriller"
Evil Dead II,1987-03-13,3600000.0,5923044.0,7.5,"Horror, Comedy, Fantasy"
Blind Date,1987-03-27,18000000.0,39321715.0,5.6,"Comedy, Romance"
The Secret of My Success,1987-04-10,12000000.0,110996879.0,6.2,Comedy
"Silent Night, Deadly Night II",1987-04-10,250000.0,154323.0,4.7,"Comedy, Horror"
Creepshow 2,1987-05-01,3500000.0,14000000.0,5.9,Horror
Ishtar,1987-05-15,55000000.0,14375181.0,4.3,"Action, Adventure, Comedy"
Beverly Hills Cop II,1987-05-18,20000000.0,299965036.0,6.1,"Action, Comedy, Crime"
Ernest Goes to Camp,1987-05-22,3000000.0,23509382.0,5.5,"Comedy, Family"
The Untouchables,1987-06-02,25000000.0,76270454.0,7.6,"Crime, Drama, History, Thriller"
Predator,1987-06-11,18000000.0,98235548.0,7.3,"Science Fiction, Action, Adventure, Thriller"
Spaceballs,1987-06-24,22700000.0,38119483.0,6.7,"Comedy, Science Fiction"
Dragnet,1987-06-25,20000000.0,66673516.0,5.7,"Action, Comedy, Crime"
Full Metal Jacket,1987-06-26,17000000.0,46357676.0,7.9,"Drama, War"
The Living Daylights,1987-06-29,40000000.0,191185897.0,6.2,"Action, Adventure, Thriller"
Mio in the Land of Faraway,1987-07-01,7200000.0,2300000.0,6.3,"Adventure, Drama, Fantasy, Family, Mystery"
Jaws: The Revenge,1987-07-17,23000000.0,51881013.0,3.5,"Adventure, Thriller"
Superman IV: The Quest for Peace,1987-07-23,17000000.0,19300000.0,4.1,"Action, Adventure, Science Fiction"
La Bamba,1987-07-24,6500000.0,54215416.0,6.8,"Drama, Music"
The Lost Boys,1987-07-31,8500000.0,32222567.0,6.8,"Horror, Comedy"
Pinocchio and the Emperor of the Night,1987-08-06,8000000.0,3261638.0,5.3,"Animation, Adventure, Family"
Nadine,1987-08-07,12000000.0,5669831.0,5.5,"Action, Comedy, Romance"
Masters of the Universe,1987-08-07,22000000.0,17336370.0,5.1,"Action, Fantasy, Science Fiction, Adventure, Thriller"
The Monster Squad,1987-08-14,12000000.0,3769990.0,6.8,"Horror, Comedy, Action, Fantasy, Science Fiction"
Can't Buy Me Love,1987-08-14,1800000.0,31623833.0,6.7,"Drama, Comedy, Romance, Family"
No Way Out,1987-08-14,15000000.0,35509515.0,6.9,"Action, Drama, Thriller"
Dirty Dancing,1987-08-21,6000000.0,213954274.0,7.1,"Drama, Music, Romance"
Matewan,1987-08-28,4000000.0,1680358.0,7.2,Drama
Barfly,1987-09-02,3000000.0,3221568.0,7.3,"Comedy, Drama, Romance"
Fatal Attraction,1987-09-11,14000000.0,320145693.0,6.6,"Romance, Drama, Thriller, Horror, Mystery"
A Prayer for the Dying,1987-09-11,6000000.0,1432687.0,6.1,"Crime, Drama, Action, Thriller"
Hellraiser,1987-09-11,1000000.0,14564027.0,6.9,Horror
The Princess Bride,1987-09-18,16000000.0,30857814.0,7.6,"Adventure, Family, Fantasy, Comedy, Romance"
The Pick-up Artist,1987-09-18,15000000.0,13290368.0,5.4,"Romance, Comedy, Crime, Drama"
Tough Guys Don't Dance,1987-09-18,5000000.0,858250.0,4.8,"Drama, Comedy, Crime, Mystery, Thriller"
From a Whisper to a Scream,1987-09-25,1100000.0,1400000.0,6.8,"Comedy, Horror"
Someone to Watch Over Me,1987-10-09,17000000.0,10278549.0,5.8,"Crime, Drama, Romance, Thriller"
The Last Emperor,1987-10-21,23000000.0,43984230.0,7.4,"Drama, History"
Prince of Darkness,1987-10-23,3000000.0,14182492.0,6.6,Horror
Gaby: A True Story,1987-10-30,5000000.0,125400.0,3.5,"Drama, Romance"
Less Than Zero,1987-11-06,1.0,12396383.0,6.1,"Drama, Crime, Romance"
Cherry 2000,1987-11-12,10000000.0,14000.0,6.0,Science Fiction
The Running Man,1987-11-13,27000000.0,38122105.0,6.4,"Action, Science Fiction"
Walker,1987-12-04,5800000.0,257043.0,6.4,"Drama, History, Western"
Empire of the Sun,1987-12-09,35000000.0,22238696.0,7.3,"Drama, History, War"
Wall Street,1987-12-10,15000000.0,43848069.0,7.0,"Crime, Drama"
Throw Momma from the Train,1987-12-11,14000000.0,57915972.0,6.0,"Crime, Comedy"
Broadcast News,1987-12-16,20000000.0,51249404.0,6.8,"Comedy, Drama, Romance"
Overboard,1987-12-16,1880006.0,26713187.0,6.7,"Comedy, Romance"
"Good Morning, Vietnam",1987-12-23,13000000.0,123922370.0,7.1,"Comedy, Drama, War"
Return of the Living Dead Part II,1988-01-15,6200000.0,9205924.0,5.8,"Comedy, Horror"
The Unbearable Lightness of Being,1988-02-05,17000000.0,10006806.0,7.0,"Comedy, Romance"
The Serpent and the Rainbow,1988-02-05,7000000.0,19595031.0,6.2,"Horror, Thriller"
Action Jackson,1988-02-12,7000000.0,20256975.0,4.9,"Action, Adventure, Comedy, Crime, Drama"
Frantic,1988-02-16,20000000.0,17637950.0,6.6,"Crime, Drama, Mystery, Thriller"
Bloodsport,1988-02-26,1500000.0,11806119.0,6.6,Action
Beetlejuice,1988-02-29,15000000.0,73326666.0,7.1,"Fantasy, Comedy"
Prison,1988-03-04,1300000.0,354704.0,6.7,"Crime, Drama, Horror, Thriller"
Off Limits,1988-03-11,12000000.0,7242035.0,5.6,"Action, Crime, Drama, Mystery, Thriller"
Women on the Verge of a Nervous Breakdown,1988-03-14,700000.0,7179298.0,7.6,"Comedy, Drama"
Biloxi Blues,1988-03-25,20000000.0,51684798.0,6.4,"Comedy, Drama, Romance"
Above the Law,1988-04-08,7500000.0,18869631.0,5.9,"Action, Adventure, Drama, Thriller"
Bad Dreams,1988-04-08,4000000.0,9797098.0,5.3,"Horror, Thriller"
Colors,1988-04-15,6000000.0,46616067.0,6.6,"Action, Crime, Drama"
Permanent Record,1988-04-22,8000000.0,1893139.0,5.7,Drama
Sunset,1988-04-29,16000000.0,4594452.0,5.6,"Action, Comedy, Crime, Mystery, Thriller"
Critters 2,1988-04-29,4500000.0,3813293.0,5.0,"Comedy, Horror, Science Fiction, Thriller"
Powaqqatsi,1988-04-29,2500000.0,589244.0,7.4,"Documentary, Drama, Music"
Willow,1988-05-01,35000000.0,57269863.0,6.9,"Adventure, Drama, Action"
Friday the 13th Part VII: The New Blood,1988-05-13,2800000.0,19170001.0,5.3,"Horror, Thriller"
Not of This Earth,1988-05-20,210000.0,107352.0,4.5,"Horror, Science Fiction"
Rambo III,1988-05-24,63000000.0,189015611.0,5.7,"Action, Adventure, Thriller, War"
Big,1988-06-03,18000000.0,151668774.0,6.9,"Fantasy, Drama, Comedy, Romance, Family"
Pumpkinhead,1988-06-09,3500000.0,4385516.0,5.9,"Fantasy, Horror"
Poltergeist III,1988-06-10,10500000.0,14144000.0,4.6,"Horror, Thriller"
Bull Durham,1988-06-15,7000000.0,50888000.0,6.6,"Comedy, Romance"
Red Heat,1988-06-17,29000000.0,34994648.0,5.8,"Action, Crime"
The Great Outdoors,1988-06-17,24000000.0,43455230.0,6.4,Comedy
Who Framed Roger Rabbit,1988-06-21,70000000.0,329803958.0,7.2,"Fantasy, Animation, Comedy, Crime, Family"
Coming to America,1988-06-28,39000000.0,288752301.0,6.5,"Comedy, Romance"
License to Drive,1988-07-06,8000000.0,22433275.0,6.1,"Comedy, Family"
The New Adventures of Pippi Longstocking,1988-07-06,5000000.0,3569939.0,5.8,"Fantasy, Adventure, Family"
Phantasm II,1988-07-08,3000000.0,7282851.0,6.3,"Action, Horror, Science Fiction, Thriller"
Die Hard,1988-07-15,28000000.0,140767956.0,7.5,"Action, Thriller"
A Fish Called Wanda,1988-07-15,7500000.0,62493712.0,7.1,"Comedy, Crime"
Akira,1988-07-16,8000000.0,553171.0,7.8,"Science Fiction, Animation"
Midnight Run,1988-07-20,30000000.0,38413606.0,7.2,"Adventure, Comedy, Crime"
Monkey Shines,1988-07-29,7000000.0,5344577.0,6.2,"Thriller, Drama, Horror, Science Fiction"
The Blob,1988-08-05,19000000.0,8247943.0,6.3,"Horror, Science Fiction"
Vibes,1988-08-05,1884000.0,1883811.0,6.0,"Romance, Action, Comedy"
The Last Temptation of Christ,1988-08-12,7000000.0,8373585.0,7.0,Drama
Young Guns,1988-08-12,13000000.0,44726644.0,6.6,"Crime, Action, Adventure, Drama, Western"
Married to the Mob,1988-08-19,10000000.0,21486757.0,5.8,"Comedy, Crime, Romance"
A Nightmare on Elm Street 4: The Dream Master,1988-08-19,7000000.0,72500000.0,5.8,"Horror, Thriller"
Hot to Trot,1988-08-26,9000000.0,6436211.0,5.1,Comedy
Earth Girls Are Easy,1988-09-08,10000000.0,3916303.0,5.5,"Music, Comedy, Drama, Romance, Science Fiction"
Cocoon: The Return,1988-09-13,17500000.0,25024919.0,5.4,"Comedy, Drama, Science Fiction"
The Lair of the White Worm,1988-09-14,2500000.0,1189315.0,5.8,"Comedy, Horror"
Vampire's Kiss,1988-09-17,2000000.0,725131.0,6.0,"Comedy, Horror"
Dead Ringers,1988-09-23,13000000.0,8038508.0,7.0,"Drama, Horror, Thriller"
Apartment Zero,1988-09-30,4000000.0,670774.0,6.9,"Thriller, Horror, Drama"
Felix The Cat: The Movie,1988-10-01,9000000.0,1964253.0,3.7,"Animation, Family"
Alien Nation,1988-10-07,16000000.0,32155047.0,5.9,"Crime, Science Fiction, Thriller"
Punchline,1988-10-07,15000000.0,21032267.0,5.1,"Comedy, Drama"
Night of the Demons,1988-10-14,1200000.0,3109904.0,6.1,Horror
Halloween 4: The Return of Michael Myers,1988-10-21,5000000.0,17768757.0,5.9,"Horror, Thriller"
Child's Play,1988-11-08,9000000.0,44196684.0,6.3,"Horror, Thriller"
Ernest Saves Christmas,1988-11-11,6000000.0,28202109.0,4.9,"Comedy, Family"
A Cry in the Dark,1988-11-11,15000000.0,6908797.0,6.4,Drama
Oliver & Company,1988-11-18,31000000.0,74151346.0,6.5,"Animation, Comedy, Family"
The Land Before Time,1988-11-18,12300000.0,84460846.0,7.0,"Animation, Adventure, Family"
They Live,1988-11-23,4000000.0,13008928.0,7.1,"Action, Horror, Science Fiction, Thriller"
Cameron's Closet,1988-12-02,7000000.0,136203.0,4.8,Horror
The Naked Gun: From the Files of Police Squad!,1988-12-02,12000000.0,78756177.0,7.1,"Comedy, Crime"
The Adventures of Baron Munchausen,1988-12-07,46630000.0,8083123.0,6.9,"Action, Adventure, Comedy, Fantasy"
Mississippi Burning,1988-12-08,15000000.0,34604000.0,7.4,"Thriller, Crime, Drama"
My Stepmother is an Alien,1988-12-09,20000000.0,13854000.0,5.3,"Comedy, Science Fiction"
Twins,1988-12-09,15000000.0,216614388.0,5.7,Comedy
Rain Man,1988-12-11,25000000.0,412800000.0,7.6,Drama
Dangerous Liaisons,1988-12-16,14000000.0,34670720.0,7.1,"Drama, Romance"
Working Girl,1988-12-20,28000000.0,103173635.0,6.5,"Comedy, Drama, Romance"
Talk Radio,1988-12-21,4000000.0,3468572.0,6.7,Drama
Hellbound: Hellraiser II,1988-12-23,3000000.0,12090735.0,6.3,"Horror, Thriller"
The Boost,1988-12-23,8000000.0,784990.0,5.3,"Drama, Romance"
Red Scorpion,1988-12-24,16000000.0,4192440.0,4.9,"Action, History, War"
Three Fugitives,1989-01-27,15000000.0,40590000.0,6.0,Comedy
Cousins,1989-02-10,13000000.0,22030000.0,5.1,"Comedy, Romance"
Major League,1989-02-16,11000000.0,49797148.0,6.7,Comedy
Bill & Ted's Excellent Adventure,1989-02-17,10000000.0,40485039.0,6.7,"Adventure, Comedy, Science Fiction"
The 'Burbs,1989-02-17,18000000.0,36602000.0,6.6,"Comedy, Horror, Thriller"
Farewell to the King,1989-03-03,16000000.0,2420917.0,5.9,"War, Adventure"
Leviathan,1989-03-17,25000000.0,15704614.0,6.0,"Adventure, Horror, Action, Thriller, Science Fiction"
Fletch Lives,1989-03-17,8045760.0,35150960.0,5.8,"Comedy, Crime, Mystery"
Cyborg,1989-04-07,500000.0,10166459.0,4.9,"Action, Science Fiction"
Dead Calm,1989-04-07,10000000.0,7825000.0,6.6,"Crime, Thriller, Horror, Drama"
Kickboxer,1989-04-20,1500000.0,14697005.0,6.3,"Action, Thriller"
Pet Sematary,1989-04-21,11500000.0,57469467.0,6.4,"Drama, Horror"
K-9,1989-04-28,17000000.0,78247647.0,5.5,"Action, Comedy, Crime"
"See No Evil, Hear No Evil",1989-05-12,18000000.0,46908987.0,6.4,"Crime, Comedy"
Road House,1989-05-19,15000000.0,30050028.0,6.3,"Action, Thriller"
Miracle Mile,1989-05-19,3000000.0,1145404.0,7.2,"Romance, Science Fiction, Thriller"
Indiana Jones and the Last Crusade,1989-05-24,48000000.0,474171806.0,7.6,"Adventure, Action"
Dead Poets Society,1989-06-02,16400000.0,235860116.0,8.1,Drama
No Holds Barred,1989-06-02,8000000.0,16093651.0,5.6,"Action, Drama"
Star Trek V: The Final Frontier,1989-06-09,30000000.0,70200000.0,5.6,"Science Fiction, Action, Adventure, Thriller"
Ghostbusters II,1989-06-15,37000000.0,215394738.0,6.3,"Comedy, Fantasy"
"Honey, I Shrunk the Kids",1989-06-22,32000000.0,222724172.0,6.1,"Adventure, Comedy, Family, Science Fiction"
Batman,1989-06-23,35000000.0,411348924.0,7.0,"Fantasy, Action"
Do the Right Thing,1989-06-30,6500000.0,37295445.0,7.6,Drama
Weekend at Bernie's,1989-07-05,6500000.0,30218387.0,6.4,Comedy
Lethal Weapon 2,1989-07-07,25000000.0,227853986.0,6.7,"Action, Adventure, Comedy, Crime, Thriller"
Licence to Kill,1989-07-07,32000000.0,156167015.0,5.9,"Adventure, Action, Thriller"
When Harry Met Sally...,1989-07-21,16000000.0,92823546.0,7.3,"Comedy, Romance, Drama"
My Left Foot: The Story of Christy Brown,1989-07-21,645180.0,14743391.0,7.5,Drama
Friday the 13th Part VIII: Jason Takes Manhattan,1989-07-28,5000000.0,14000000.0,4.8,"Horror, Thriller"
Kiki's Delivery Service,1989-07-29,6900000.0,18172849.0,7.6,"Animation, Adventure, Drama, Fantasy"
Lock Up,1989-08-04,24000000.0,22099847.0,6.2,"Action, Adventure, Crime, Drama, Thriller"
The Abyss,1989-08-09,70000000.0,90000098.0,7.1,"Adventure, Action, Thriller, Science Fiction"
A Nightmare on Elm Street 5: The Dream Child,1989-08-11,8000000.0,22168359.0,5.5,"Horror, Thriller"
Uncle Buck,1989-08-16,15000000.0,79258538.0,6.6,"Comedy, Drama, Family"
Casualties of War,1989-08-18,22500000.0,18671317.0,6.8,"Drama, History, War"
Cheetah,1989-08-18,5000000.0,8153677.0,5.9,"Drama, Family"
Little Monsters,1989-08-25,7000000.0,793775.0,5.6,"Adventure, Fantasy, Comedy, Family"
Roger & Me,1989-09-01,160000.0,6706368.0,7.4,"Documentary, History"
Drugstore Cowboy,1989-09-09,2500000.0,4729352.0,7.0,"Crime, Drama"
Johnny Handsome,1989-09-12,20000000.0,7237794.0,6.1,"Crime, Drama"
The Big Picture,1989-09-15,5000000.0,117463.0,5.9,"Comedy, Drama, Romance"
Sea of Love,1989-09-15,19000000.0,110879513.0,6.7,"Drama, Crime, Mystery"
Black Rain,1989-09-22,30000000.0,45892212.0,6.2,"Action, Thriller, Crime"
Halloween 5: The Revenge of Michael Myers,1989-10-12,5000000.0,11642254.0,5.3,"Horror, Thriller"
Look Who's Talking,1989-10-12,7500000.0,296000000.0,5.8,"Comedy, Romance"
Crimes and Misdemeanors,1989-10-13,19000000.0,18254702.0,7.4,"Comedy, Drama"
Next of Kin,1989-10-20,12000000.0,15942628.0,5.0,"Adventure, Drama, Action, Thriller"
Shocker,1989-10-27,5000000.0,16554699.0,5.5,"Thriller, Comedy, Horror"
Dad,1989-10-27,19000000.0,19738015.0,5.6,"Drama, Comedy"
The Little Mermaid,1989-11-17,40000000.0,222300000.0,7.2,"Animation, Family"
Valmont,1989-11-17,33000000.0,1132112.0,6.7,"Drama, Romance"
Harlem Nights,1989-11-17,30000000.0,60864870.0,5.7,"Comedy, Crime, Drama"
All Dogs Go to Heaven,1989-11-17,13800000.0,27100027.0,6.3,"Drama, Animation, Family, Comedy, Fantasy"
Back to the Future Part II,1989-11-20,40000000.0,332000000.0,7.4,"Adventure, Comedy, Family, Science Fiction"
National Lampoon's Christmas Vacation,1989-12-01,27000000.0,71320000.0,7.1,Comedy
Driving Miss Daisy,1989-12-13,7500000.0,145793296.0,7.0,"Comedy, Drama"
Glory,1989-12-15,18000000.0,26828365.0,7.4,War
The Wizard,1989-12-15,6000000.0,14278900.0,6.1,"Adventure, Comedy, Drama, Family, Romance"
Born on the Fourth of July,1989-12-20,14000000.0,161001698.0,6.7,"Drama, War"
Always,1989-12-22,31000000.0,74134790.0,6.0,"Fantasy, Drama, Romance"
Tango & Cash,1989-12-22,55000000.0,63408614.0,6.1,"Action, Adventure, Comedy"
Tremors,1990-01-19,11000000.0,48572000.0,6.6,"Action, Horror"
Dark Angel,1990-01-26,7000000.0,9229401.0,5.5,"Action, Thriller, Science Fiction, Crime, Horror"
Hard to Kill,1990-02-09,10000000.0,47410000.0,5.6,"Action, Thriller"
Stanley & Iris,1990-02-09,23000000.0,5820015.0,5.7,"Drama, Romance"
Nightbreed,1990-02-16,11000000.0,8862354.0,6.4,"Action, Drama, Fantasy, Horror"
The Hunt for Red October,1990-03-02,30000000.0,199200000.0,7.2,"Action, Adventure, Thriller"
House Party,1990-03-09,2500000.0,26386000.0,6.1,"Comedy, Drama"
Paris is Burning,1990-03-13,500000.0,3779620.0,8.2,Documentary
Pretty Woman,1990-03-23,14000000.0,463000000.0,7.0,"Romance, Comedy"
Cry-Baby,1990-04-05,11000000.0,8266343.0,6.4,"Comedy, Music"
The First Power,1990-04-06,10000000.0,22424195.0,4.7,"Crime, Thriller, Horror"
Spaced Invaders,1990-04-27,3000000.0,15369573.0,4.8,"Comedy, Family, Science Fiction"
Wild at Heart,1990-05-01,9500000.0,14560247.0,7.0,"Comedy, Crime, Thriller"
Tales from the Darkside: The Movie,1990-05-03,3500000.0,16324573.0,5.8,"Thriller, Comedy, Fantasy, Horror"
Class of 1999,1990-05-11,5200000.0,2459895.0,6.3,"Science Fiction, Thriller"
Back to the Future Part III,1990-05-25,40000000.0,244527583.0,7.1,"Adventure, Comedy, Family, Science Fiction"
Frankenhooker,1990-06-01,2500000.0,205068.0,5.7,"Comedy, Horror, Science Fiction"
Lionheart,1990-06-07,6000000.0,24078196.0,5.9,"Action, Thriller"
Another 48 Hrs.,1990-06-08,38000000.0,153518974.0,5.8,"Thriller, Action, Comedy, Crime, Drama"
Gremlins 2: The New Batch,1990-06-15,50000000.0,41482207.0,6.3,"Comedy, Horror, Fantasy"
Dick Tracy,1990-06-15,47000000.0,103738726.0,5.9,"Adventure, Action, Comedy, Thriller, Crime"
RoboCop 2,1990-06-22,35000000.0,45681173.0,5.6,"Action, Adventure, Crime, Science Fiction, Thriller"
Days of Thunder,1990-06-27,60000000.0,157920733.0,5.9,Adventure
Die Hard 2,1990-07-02,70000000.0,240031094.0,6.6,"Action, Thriller"
The Adventures of Ford Fairlane,1990-07-11,49000000.0,20423389.0,6.2,"Action, Comedy, Thriller, Crime, Mystery"
Ghost,1990-07-12,22000000.0,505000000.0,6.9,"Fantasy, Drama, Thriller, Mystery, Romance"
King of New York,1990-07-18,1000000.0,2554476.0,6.5,"Thriller, Crime"
Presumed Innocent,1990-07-26,22000000.0,221303188.0,6.6,"Drama, Thriller, Crime, Mystery"
Mo' Better Blues,1990-08-03,10000000.0,16153593.0,6.3,"Drama, Romance"
Flatliners,1990-08-09,26000000.0,61489265.0,6.3,"Drama, Horror, Science Fiction, Thriller"
Arachnophobia,1990-08-09,31000000.0,53208180.0,6.2,"Comedy, Horror"
The Two Jakes,1990-08-10,19000000.0,10000000.0,6.2,"Crime, Drama, Mystery"
Darkman,1990-08-24,16000000.0,48878502.0,6.2,"Action, Science Fiction, Crime"
GoodFellas,1990-09-12,25000000.0,46836394.0,8.2,"Drama, Crime"
Postcards from the Edge,1990-09-12,22000000.0,39071603.0,6.3,"Comedy, Drama"
Death Warrant,1990-09-14,4000000.0,16853487.0,5.4,"Action, Crime, Drama, Mystery, Thriller"
Hardware,1990-09-14,1500000.0,5728953.0,5.6,"Horror, Science Fiction, Thriller"
Miller's Crossing,1990-09-21,14000000.0,5080409.0,7.5,"Drama, Thriller, Crime"
Marked for Death,1990-10-05,12000000.0,46044400.0,5.6,"Action, Thriller"
Mr. Destiny,1990-10-12,20000000.0,15379253.0,6.1,"Fantasy, Comedy, Science Fiction, Romance"
Rocky V,1990-10-18,42000000.0,119946358.0,5.3,Drama
Night of the Living Dead,1990-10-18,4200000.0,5835247.0,6.7,Horror
The Neverending Story II: The Next Chapter,1990-10-24,32000000.0,16283667.0,5.5,"Drama, Family, Fantasy, Adventure"
The Sheltering Sky,1990-10-24,25000000.0,2075084.0,6.4,"Adventure, Drama, Romance"
Graveyard Shift,1990-10-26,10500000.0,11582891.0,4.5,"Drama, Horror"
Jacob's Ladder,1990-11-02,25000000.0,25965144.0,7.3,"Drama, Mystery, Horror"
Home Alone,1990-11-09,18000000.0,476684675.0,7.1,"Comedy, Family"
Child's Play 2,1990-11-09,13000000.0,35763605.0,5.8,"Drama, Horror"
Dances with Wolves,1990-11-09,22000000.0,424208848.0,7.6,"Adventure, Drama, Western"
The Rescuers Down Under,1990-11-16,37931000.0,47431461.0,6.6,"Adventure, Animation, Crime, Family, Fantasy"
Predator 2,1990-11-20,35000000.0,57120318.0,6.0,"Science Fiction, Action, Thriller"
Misery,1990-11-28,20000000.0,61276872.0,7.6,"Drama, Thriller"
Edward Scissorhands,1990-12-05,20000000.0,53000000.0,7.5,"Fantasy, Drama, Romance"
Havana,1990-12-11,40000000.0,9243140.0,5.5,"Drama, Romance"
Mermaids,1990-12-14,31000000.0,35419397.0,6.5,"Comedy, Drama, Romance"
Kindergarten Cop,1990-12-21,15000000.0,201957688.0,5.8,Comedy
The Bonfire of the Vanities,1990-12-21,47000000.0,15691192.0,5.3,"Comedy, Drama"
The Godfather: Part III,1990-12-24,54000000.0,136766062.0,7.1,"Crime, Drama, Thriller"
Mannequin Two: On the Move,1991-01-07,13000000.0,3752426.0,4.6,"Fantasy, Comedy, Science Fiction, Romance"
White Fang,1991-01-18,14000000.0,34793160.0,6.5,"Action, Adventure, Drama, Family"
Highlander II: The Quickening,1991-01-30,30000000.0,15556340.0,4.5,"Action, Fantasy, Science Fiction"
Run,1991-02-01,16000000.0,4409328.0,5.5,"Action, Thriller, Drama"
Meet the Applegates,1991-02-01,5000000.0,485772.0,5.0,"Comedy, Science Fiction"
The Silence of the Lambs,1991-02-01,19000000.0,272742922.0,8.1,"Crime, Drama, Thriller"
Sleeping with the Enemy,1991-02-08,19000000.0,174999005.0,6.1,"Drama, Crime, Thriller"
Nothing but Trouble,1991-02-14,40000000.0,8479793.0,5.0,"Comedy, Adventure"
Scenes from a Mall,1991-02-22,3000000.0,9563393.0,4.8,Comedy
The Doors,1991-03-01,38000000.0,34416893.0,6.7,"Drama, Music"
Godfather,1991-03-03,18000.0,700000.0,6.9,"Comedy, Romance"
Closet Land,1991-03-06,4000000.0,259012.0,6.6,Drama
New Jack City,1991-03-08,8500000.0,47624253.0,6.3,"Thriller, Crime, Drama"
The Perfect Weapon,1991-03-15,10000000.0,14061361.0,6.0,"Action, Drama"
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991-03-22,25000000.0,78000000.0,5.8,"Science Fiction, Adventure, Action, Comedy, Family"
The Marrying Man,1991-04-05,26000000.0,12454768.0,5.0,"Action, Comedy, Romance, Thriller"
Poison,1991-04-05,250000.0,609524.0,6.4,"Drama, Horror, Science Fiction"
Out for Justice,1991-04-12,14000000.0,39673161.0,5.9,"Action, Thriller, Crime"
Delicatessen,1991-04-17,4000000.0,1794187.0,7.4,"Comedy, Science Fiction, Fantasy"
Drop Dead Fred,1991-04-19,6788000.0,13878334.0,5.9,"Comedy, Fantasy, Family"
Oscar,1991-04-26,35000000.0,23562716.0,6.2,"Action, Comedy, Thriller, Family"
